firm,benefits,culture,diversity & inclusion,flexibility,growth,job role clarity,job security,management,pay,people,performance feedback,remote work,stress & pressure,teamwork & collaboration,tools & resources,training & onboarding,travel,work-life balance
AFH-Wealth-Management,3.0,5.0,,,,,,3.3333333333333335,5.0,2.5,2.5,,,2.5,,3.0,,4.0
AJ-Bell,2.25,5.0,,,4.428571428571429,,,4.5,3.3333333333333335,5.0,,,,4.25,5.0,5.0,,
ALDI,4.0,3.0833333333333335,,2.3461538461538463,3.4,2.642857142857143,4.0,1.608695652173913,3.96,3.533333333333333,2.5,,1.4285714285714286,3.909090909090909,1.25,3.4,,2.391304347826087
AQA,3.5,4.0,,4.0,2.3333333333333335,,,2.3333333333333335,2.3333333333333335,3.0,,,2.0,3.0,,4.0,,4.0
ASDA,3.6,3.2962962962962963,,2.953125,2.269230769230769,2.7333333333333334,1.0,1.8641975308641976,2.954022988505747,3.4242424242424243,,,1.5,3.6153846153846154,2.3,2.1538461538461537,,2.6770833333333335
ASOS,4.052631578947368,3.5,5.0,3.0,2.1818181818181817,3.0,,1.5,2.5,4.0,1.0,5.0,2.25,3.25,2.6666666666666665,5.0,4.0,2.888888888888889
AXA-UK,4.0,3.25,5.0,4.0,2.888888888888889,4.0,,3.5,2.5,4.111111111111111,1.0,1.0,1.0,3.3333333333333335,3.375,1.0,,4.0
Abcam,4.0,4.142857142857143,,5.0,4.0,3.0,1.0,2.5,2.5,4.8,4.0,,,4.0,3.5,1.0,3.0,5.0
Accenture,3.9285714285714284,3.2972972972972974,3.7777777777777777,3.8,2.962962962962963,2.962962962962963,2.3333333333333335,2.111111111111111,2.608695652173913,3.6266666666666665,1.5,3.8,1.65,3.6842105263157894,3.5,3.6206896551724137,3.0,2.593220338983051
Accor,3.3333333333333335,3.4,,,4.25,2.0,,3.25,2.625,3.5,,4.0,1.6666666666666667,,4.0,4.5,,2.6666666666666665
Achieving-for-Children,,,,,,,,,,,,,,4.0,,,,
ActionCOACH,4.0,,,,,,,,,,,,,,,,,
Active-Care-Group,,,,4.0,4.0,,,4.0,4.0,4.0,,,,4.0,2.5,,4.0,2.5
Adecco,,1.0,,4.0,4.5,,,2.5,2.5,4.0,,,2.5,4.0,,4.5,,3.5
Age-UK-The-National-Charity,4.0,,,4.0,4.0,,,1.0,,3.75,,,,4.0,1.0,4.0,,
AlixPartners,4.0,3.0,,,2.0,,,3.5,3.3333333333333335,4.0,,,1.5,3.0,,2.0,2.5,2.6666666666666665
American-Express,4.111111111111111,4.294117647058823,3.6,3.8181818181818183,3.235294117647059,3.0,1.6666666666666667,2.5,2.375,3.6153846153846154,,3.6666666666666665,4.0,3.4615384615384617,2.8,3.25,,4.0
Amey,4.0,3.8,,4.333333333333333,3.2,1.5,,1.8,2.5,4.166666666666667,3.0,,1.0,3.625,4.666666666666667,,1.5,3.2
Angard-Staffing,1.0,4.0,,2.2,,5.0,,1.25,4.2,1.0,,,1.5,4.0,,1.0,,3.25
Anglian-Water,4.555555555555555,3.6666666666666665,,3.7142857142857144,4.0,4.0,,1.0,3.1666666666666665,3.25,3.6666666666666665,4.0,2.5,4.285714285714286,4.090909090909091,4.333333333333333,,4.666666666666667
Anglo-American,4.0,,,2.0,3.0,,,1.0,,4.0,,,,,1.0,,,2.0
Animal-and-Plant-Health-Agency,,,,,,,,4.0,,4.0,3.0,,,,,,,
Aon,4.333333333333333,2.888888888888889,3.6666666666666665,3.5714285714285716,3.4,2.3333333333333335,,2.8,1.8,3.7142857142857144,3.5,3.0,2.0,4.166666666666667,4.0,3.5,,3.6666666666666665
Apple,4.277777777777778,3.85,,3.727272727272727,2.3333333333333335,2.5714285714285716,,2.6875,3.230769230769231,4.1,3.0,2.0,2.6666666666666665,3.875,5.0,2.5,3.0,3.411764705882353
Arcadia,2.6666666666666665,3.0,,2.75,1.75,,,2.0714285714285716,1.9,4.153846153846154,,,1.0,3.0,1.75,,,2.0
Arnold-Clark,,,,,1.0,4.0,,2.3333333333333335,3.0,,,,1.0,4.0,5.0,,4.0,3.6
AstraZeneca,4.0,3.0,2.5,4.25,2.8,2.625,,2.2857142857142856,2.0,2.6923076923076925,1.0,4.0,2.5,2.857142857142857,3.2857142857142856,4.0,,2.5555555555555554
Aviva,3.8125,3.1666666666666665,2.0,3.5714285714285716,2.6,1.0,1.0,1.4615384615384615,2.9,3.2142857142857144,,,1.0,2.0,2.75,4.333333333333333,,2.8461538461538463
B-and-M-Retail,2.857142857142857,3.909090909090909,,2.875,4.055555555555555,4.0,4.5,2.5714285714285716,1.5769230769230769,3.857142857142857,3.0,,1.5454545454545454,4.2105263157894735,4.0,3.7777777777777777,2.0,2.1538461538461537
B-and-Q,3.75,4.083333333333333,,2.8,3.4285714285714284,3.3333333333333335,4.0,2.388888888888889,3.0,3.6666666666666665,2.5,,1.0,3.8461538461538463,3.125,2.8333333333333335,,2.92
BAT,4.5,3.625,,2.6666666666666665,3.4285714285714284,3.0,,2.1666666666666665,4.125,3.6,,,2.0,3.3333333333333335,2.0,,,2.6666666666666665
BBC,2.8,4.111111111111111,2.6666666666666665,4.222222222222222,2.5714285714285716,3.1,4.0,1.9411764705882353,1.4166666666666667,3.814814814814815,1.8,1.0,1.0,3.3846153846153846,3.5,4.083333333333333,3.6666666666666665,4.375
BDO,3.4,3.1818181818181817,2.6666666666666665,4.0,2.466666666666667,,,2.6,2.909090909090909,2.8,2.3333333333333335,4.0,2.3333333333333335,4.5,3.6,3.0,3.0,3.4375
BHS,4.0,3.0,,3.8,2.5,4.0,,2.2,2.75,3.625,,,2.5,4.666666666666667,,4.0,,3.1666666666666665
BIS,,1.0,,,1.5,,,2.3333333333333335,1.0,4.0,,,,4.0,4.0,1.0,,
BNP-Paribas,4.333333333333333,3.142857142857143,2.0,,2.4615384615384617,2.0,,2.5,1.3333333333333333,3.7142857142857144,4.0,1.0,3.0,4.0,3.25,5.0,2.0,4.0
BNY-Mellon,3.5,3.125,4.0,3.1666666666666665,2.8666666666666667,3.1666666666666665,,1.7857142857142858,1.5555555555555556,3.3333333333333335,2.0,4.0,1.0,2.8,3.0,2.0,,3.111111111111111
BP,3.7142857142857144,3.2222222222222223,2.6666666666666665,3.3333333333333335,3.0,2.8333333333333335,4.0,1.8636363636363635,3.466666666666667,3.1666666666666665,4.0,4.0,1.0,3.0,3.375,3.25,4.0,3.6153846153846154
BPP-Holdings,4.5,4.5,1.0,4.0,4.0,5.0,,2.0,1.0,3.75,1.0,3.0,2.0,2.5,2.0,3.0,1.0,3.0
BT,3.9375,3.04,,3.608695652173913,3.0,3.9,2.5,2.0714285714285716,2.9047619047619047,3.58974358974359,1.75,4.0,1.6666666666666667,3.1153846153846154,3.6315789473684212,3.1875,,3.6666666666666665
Babcock-International-Group,4.25,3.0,5.0,4.4,2.9,,1.0,2.0833333333333335,2.7142857142857144,3.888888888888889,2.3333333333333335,,1.0,2.888888888888889,3.2857142857142856,3.5,,2.0
Babylon-Health,3.2,2.8,,3.3333333333333335,2.8333333333333335,2.5,1.0,1.75,3.0,2.9583333333333335,3.0,4.0,5.0,3.0833333333333335,3.4285714285714284,2.0,,3.3333333333333335
Bain-and-Company,4.333333333333333,3.8333333333333335,3.0,3.3333333333333335,4.0,,,3.3333333333333335,5.0,4.083333333333333,,,2.1666666666666665,4.0,4.4,4.5,,2.4545454545454546
Balfour-Beatty,3.0,3.2857142857142856,1.0,4.0,2.3333333333333335,1.6666666666666667,,2.4285714285714284,2.5,3.2,1.0,,1.25,3.5,3.8,4.0,2.0,2.533333333333333
Bannatyne-Group,3.2857142857142856,2.5,,2.0,3.8333333333333335,2.5,,2.4,2.7142857142857144,3.6,,,4.0,4.0,4.0,4.0,,3.0
Barchester-Healthcare,4.666666666666667,4.0,,4.0,3.8,3.5,,3.1818181818181817,3.25,4.25,2.0,,1.0,3.75,3.888888888888889,2.5,3.0,
Barclays,4.037735849056604,3.3088235294117645,4.181818181818182,3.861111111111111,2.914285714285714,2.5172413793103448,2.75,2.0675675675675675,3.0704225352112675,3.6705882352941175,2.7142857142857144,3.6666666666666665,1.5909090909090908,3.0,3.4375,2.933333333333333,2.8333333333333335,3.45
Barnardo-s,1.0,3.75,,3.0,1.0,2.0,,2.6666666666666665,1.0,3.0,,,1.0,2.3333333333333335,1.0,4.0,,1.0
Barnett-Waddingham,4.0,4.0,,,2.0,,,,,4.0,,,1.0,,,,,2.5
Barratt-Developments,4.5,4.666666666666667,5.0,5.0,3.25,,,3.0,3.0,4.4,,,,3.5,3.75,4.0,3.0,3.0
Barts-Health-NHS-Trust,,4.0,,2.0,,2.0,4.0,,2.5,,,,,4.0,1.0,4.0,,4.0
Bayer,4.5,3.6666666666666665,,,3.5,1.0,,1.0,2.25,1.0,,,,4.0,,,,1.0
Best-Western,4.0,4.0,,2.6,1.0,,,2.0,3.0,4.0,,,1.0,4.0,,4.0,,2.0
Birkbeck-College,3.0,4.333333333333333,,,,,,3.0,1.0,4.333333333333333,,,5.0,4.5,5.0,,,3.0
Birmingham-City-University,,4.5,,,4.0,3.0,,,5.0,5.0,,,3.0,5.0,,,,4.0
Bloomberg-L-P,3.8461538461538463,3.4642857142857144,3.0,3.625,2.8,2.625,1.5,1.7407407407407407,2.5714285714285716,3.25,1.3333333333333333,1.0,1.3333333333333333,3.4705882352941178,2.8333333333333335,2.75,3.6666666666666665,3.0
Blue-Arrow,,3.6666666666666665,,3.0,5.0,3.0,,3.3333333333333335,2.2,4.75,4.0,,3.0,4.666666666666667,4.666666666666667,4.666666666666667,,2.75
Blue-Yonder,4.0,5.0,,4.0,3.2,,,2.7142857142857144,4.0,3.6666666666666665,2.0,4.0,4.0,4.5,2.3333333333333335,4.0,4.0,4.0
Booking-com,3.8275862068965516,3.55,3.6,3.5,2.71875,2.6666666666666665,2.0,1.7391304347826086,2.909090909090909,3.78,1.5,3.0,1.5,3.0,3.0,4.0,3.25,2.611111111111111
Boots,3.217391304347826,3.88,2.5,2.6153846153846154,3.1470588235294117,2.6923076923076925,,2.5,3.2253521126760565,3.3777777777777778,2.0,1.0,1.5789473684210527,3.161290322580645,3.125,3.3,4.0,2.7777777777777777
Boots-Opticians,3.0,3.25,,,1.8333333333333333,2.0,,1.4285714285714286,2.375,3.0,,,2.0,3.0,3.0,2.0,,2.0
Boston-Consulting-Group,4.0,3.3333333333333335,,,3.5,,,1.0,1.0,4.25,3.0,,,,,,,2.0
Brewin-Dolphin,4.0,5.0,,,4.666666666666667,5.0,,3.75,2.0,4.75,,,,3.0,4.0,5.0,,4.0
British-Airways,3.5,2.6,4.0,2.533333333333333,2.6,2.4285714285714284,1.0,1.4634146341463414,2.204081632653061,3.872340425531915,1.6666666666666667,1.0,1.375,2.9,3.8,4.3,3.8727272727272726,2.3703703703703702
British-Red-Cross,,4.333333333333333,4.0,3.3333333333333335,1.5,2.0,,2.6666666666666665,2.0,3.076923076923077,,,,4.25,4.5,1.75,1.0,3.3333333333333335
Brook-Street,,3.6666666666666665,,1.0,1.5,2.0,,1.3333333333333333,2.142857142857143,3.75,2.0,,2.3333333333333335,4.0,3.3333333333333335,2.5,1.0,1.0
Bullhorn,4.5,4.75,,,4.25,,,,,,,,,4.0,4.0,,,
Bupa,3.4545454545454546,3.4285714285714284,4.0,3.3,3.2666666666666666,4.0,,1.7647058823529411,2.3684210526315788,3.55,,5.0,2.8333333333333335,3.5238095238095237,4.0625,2.3333333333333335,1.0,3.5
Burberry,4.117647058823529,2.7857142857142856,,,1.9230769230769231,2.0,1.0,1.8,2.2222222222222223,3.6363636363636362,,,1.8333333333333333,2.888888888888889,4.0,3.4,,2.5625
CBRE,3.25,3.923076923076923,,2.3333333333333335,3.3636363636363638,3.3333333333333335,1.0,2.7777777777777777,1.8666666666666667,3.727272727272727,2.5,,2.0,3.3,2.75,3.6,2.0,2.75
CVS-Group,,,,4.0,,,,1.0,4.0,,,,,4.0,,,,4.0
Cambridge-Assessment,4.5,4.0,,,2.8,4.0,,2.0,3.0,2.5,,,,3.3333333333333335,4.0,4.5,,4.25
Capita,3.210526315789474,2.5555555555555554,2.6666666666666665,3.380952380952381,2.3859649122807016,2.727272727272727,2.5,1.8392857142857142,2.2033898305084745,3.192982456140351,1.1428571428571428,4.0,2.375,3.1951219512195124,2.68,3.235294117647059,2.2857142857142856,3.269230769230769
Capital-Group,4.0,2.0,,,2.0,,,2.0,4.0,1.0,2.0,,,2.0,2.0,,,
CarShop-UK,3.3333333333333335,4.8,5.0,3.0,4.4,,4.0,3.8,3.8333333333333335,4.5,,,2.0,4.333333333333333,5.0,5.0,,2.375
Cardiff-University,,,,,,,,1.0,,4.0,,,,,4.0,,,
Care-UK,2.75,2.3333333333333335,,3.4,4.5,1.0,,3.111111111111111,2.375,3.5,,,2.0,3.3,4.0,4.6,,2.7
Career-Legal,,1.0,1.0,5.0,3.1666666666666665,4.0,,,2.5,3.3333333333333335,,,,4.0,,,,5.0
Christie-s,4.0,4.0,,2.0,1.0,,,2.0,,3.0,,2.0,1.0,,3.0,,,1.0
Cisco-Systems,4.266666666666667,4.352941176470588,4.0,3.933333333333333,3.3333333333333335,3.3333333333333335,2.5,1.9285714285714286,2.1,3.625,,4.333333333333333,2.6666666666666665,3.7142857142857144,4.0,4.25,,3.9285714285714284
Citi,3.4,2.5555555555555554,4.0,4.0,3.0434782608695654,1.0,,2.3846153846153846,2.611111111111111,3.85,1.0,5.0,1.6666666666666667,3.411764705882353,3.2857142857142856,3.0,3.0,2.9473684210526314
Citizens-Advice,2.0,4.0,3.0,2.5,5.0,2.0,,1.0,2.6666666666666665,3.875,,,1.0,4.25,4.25,3.8,,1.0
CityFibre,5.0,4.666666666666667,,4.666666666666667,3.4,4.0,,4.0,,4.6,4.0,,,4.666666666666667,4.5,,4.0,5.0
Civil-Service-United-Kingdom,3.6,4.0,,3.6666666666666665,2.6923076923076925,2.0,,2.0,2.5714285714285716,3.5,,,,3.0,3.5,1.5,,4.0
Co-op,4.285714285714286,3.857142857142857,4.333333333333333,2.909090909090909,2.5454545454545454,3.0,4.0,2.076923076923077,2.95,3.0,1.0,4.0,2.2,3.176470588235294,3.3333333333333335,3.75,,2.611111111111111
Colosseum-Dental,3.3333333333333335,,,,,,,4.0,4.0,3.0,,,,4.0,,4.0,,
Colt-Technology-Services,4.571428571428571,4.333333333333333,4.0,3.888888888888889,3.625,3.8,1.0,3.0,4.0,3.888888888888889,,4.5,,3.7142857142857144,3.6,2.0,,3.75
Communities-and-Local-Government,,3.5,,4.0,2.4,3.0,,2.6,2.0,3.0,2.0,,4.0,4.0,,4.0,2.0,4.0
Compass-Group,3.3,3.375,4.0,3.1666666666666665,3.0,4.0,,1.7058823529411764,3.15,3.375,,1.5,1.0,3.4,3.5,3.0,2.0,2.4
Countrywide-plc,4.75,1.0,,3.0,4.0,2.0,,2.6666666666666665,2.6,3.5,1.0,,1.5,4.0,3.4,3.3333333333333335,,3.0
Covea-Insurance,2.0,4.333333333333333,,4.0,4.0,,,,4.0,4.0,,,,4.0,4.5,,,4.0
Coventry-University,4.0,2.5,,3.6,2.0,3.3333333333333335,,2.7,2.5714285714285716,2.3333333333333335,1.5,,2.6666666666666665,3.5454545454545454,3.888888888888889,3.0,,3.0
Creative-Support,1.0,1.0,,4.5,2.0,,,1.8,1.0,2.6666666666666665,,,1.0,,1.1666666666666667,4.0,,1.8888888888888888
Cromwell-Tools,4.5,1.0,,3.0,4.333333333333333,,2.0,3.0,3.5,3.3333333333333335,,,1.0,3.3333333333333335,5.0,,,2.5
Crown-Prosecution-Service,,,1.0,,,,4.0,1.0,1.0,4.0,1.0,,,1.0,,,,4.0
Crowne-Plaza-Hotels-and-Resorts,4.0,4.0,,2.75,,,,4.0,,4.0,,,,3.0,,1.5,,3.3333333333333335
Curtis-Banks,,1.3333333333333333,,,1.5,1.0,,1.0,1.2,2.8,1.0,,1.0,1.0,1.0,1.0,,
Cushman-and-Wakefield,1.0,2.5,,,4.5,2.0,,3.3333333333333335,2.0,2.5,,,1.0,2.75,,4.0,,2.0
Cygnet-Health-Care,2.0,2.0,,3.0,2.5,2.0,,1.8,2.0,2.5,4.0,,1.0,4.0,4.0,2.5,,4.0
DFS-Furniture,3.0,4.666666666666667,,2.3333333333333335,4.0,5.0,,2.0,2.8,4.5,4.0,,3.0,3.0,,4.5,,3.5
DHL-Supply-Chain,3.6666666666666665,2.857142857142857,,2.4,2.857142857142857,4.0,4.0,1.8,3.2083333333333335,3.4545454545454546,1.0,4.0,1.0,3.0,2.75,3.6,,2.9285714285714284
DPDgroup,4.0,,,,4.0,,,3.0,3.375,4.0,,,1.0,4.0,1.0,,,2.7142857142857144
DWF,3.3333333333333335,2.6,,4.333333333333333,3.1666666666666665,3.0,,1.6666666666666667,1.6,3.2,2.0,,2.5,3.6,2.3333333333333335,3.5,4.0,3.2
Dalata-Hotel-Group,,,,,,,,,,,,,,,,4.0,,
David-Lloyd-Leisure,3.7333333333333334,3.75,,1.8,3.2,3.5,,1.4285714285714286,1.5833333333333333,3.4,2.0,,,3.5,2.0,3.0,,1.7142857142857142
Debenhams,2.6,4.0,,3.0,1.8,2.625,1.0,1.9019607843137254,2.2,3.8378378378378377,4.0,1.0,1.6,3.7916666666666665,3.2857142857142856,2.5,3.0,3.0476190476190474
Deloitte,3.4,3.3617021276595747,3.8333333333333335,3.588235294117647,3.2857142857142856,3.0454545454545454,,2.6,2.0425531914893615,3.888888888888889,2.0,2.8333333333333335,1.5277777777777777,3.4210526315789473,3.4642857142857144,3.84,2.4,2.4302325581395348
Department-for-Work-And-Pensions,3.6,3.0,,4.0,3.0,3.2857142857142856,,1.0,2.5,3.888888888888889,,,2.0,3.0,3.0,2.6666666666666665,,3.6666666666666665
Department-of-Health-UK,,2.0,,4.0,4.0,,,1.0,,4.0,,,,2.0,2.0,,,
Deutsche-Bank,3.9375,3.5714285714285716,4.0,3.5454545454545454,3.0,2.6,1.0,1.8666666666666667,2.6153846153846154,3.8214285714285716,1.5,,2.0,3.15,2.5384615384615383,3.0,3.25,3.7142857142857144
Diageo,3.2857142857142856,3.8,4.0,4.0,4.0,4.0,1.0,2.2,2.6666666666666665,4.285714285714286,,1.0,,1.5,1.0,3.3333333333333335,4.0,2.0
Diligenta,4.5,5.0,,3.0,1.5,3.3333333333333335,1.0,3.0,2.1666666666666665,3.1666666666666665,3.0,,1.0,4.0,3.6666666666666665,3.0,4.0,4.2
Dixons-Carphone,2.576923076923077,3.72,,2.8260869565217392,2.34375,3.2222222222222223,4.0,2.0163934426229506,2.3692307692307693,3.358490566037736,1.0,,1.3870967741935485,3.3125,3.08,2.5789473684210527,1.0,2.5588235294117645
Doubletree-By-Hilton,4.0,4.0,,1.3333333333333333,4.0,1.0,,2.111111111111111,1.0,3.75,,,,3.0,2.5,,,1.5
Durham-County-Council,,,,,2.0,,,,,,,,,,4.0,,,
Dynatrace,,,,5.0,,,,,4.0,2.0,,,2.0,5.0,,,2.0,
EBRD,3.0,4.333333333333333,,4.5,2.142857142857143,4.0,,1.5,2.1666666666666665,4.0,,,2.0,4.0,1.5,,,4.0
ENGIE,3.2,2.0,2.0,4.0,3.0,,4.0,2.0,2.857142857142857,4.333333333333333,4.0,,1.0,1.0,1.0,5.0,2.5,2.5
EY,3.0,3.409090909090909,3.764705882352941,3.9574468085106385,3.315068493150685,2.8181818181818183,,2.740740740740741,1.9,3.6794871794871793,2.1,4.0,1.558139534883721,3.232142857142857,3.730769230769231,4.285714285714286,2.75,2.294736842105263
Egon-Zehnder,,4.0,,,,,,,,,1.0,,,,,,,
Equiniti,2.6666666666666665,3.1666666666666665,,3.0,2.0,1.5,4.0,1.8571428571428572,1.8888888888888888,2.7142857142857144,1.0,,4.0,3.25,3.2,2.0,,4.0
Eversheds-Sutherland,3.0,5.0,1.5,,2.0,2.0,,2.0,1.8,3.0,2.0,,1.0,4.0,,,,2.5
Everyone-Active,,4.0,,4.333333333333333,,,,2.5,3.3333333333333335,4.0,1.0,,1.0,4.666666666666667,4.0,5.0,,3.6666666666666665
FARFETCH,4.0,3.6666666666666665,,3.5,,,,2.75,1.0,2.5,4.0,1.0,2.0,3.5,1.0,,,3.6666666666666665
