firm,benefits,culture,diversity & inclusion,flexibility,growth,job role clarity,job security,management,pay,people,performance feedback,remote work,stress & pressure,teamwork & collaboration,tools & resources,training & onboarding,travel,work-life balance
Ordnance-Survey,4.0,4.0,,4.0,4.0,4.0,,,1.0,4.0,,,,,4.0,,,4.0
Oxford-University,3.625,3.7777777777777777,2.5,3.5,2.8,3.0,,2.0,2.0,3.8181818181818183,2.25,2.0,2.5,3.375,3.0833333333333335,2.6666666666666665,3.0,3.0
Oxford-University-Press,3.0,4.25,,,1.6,1.6666666666666667,,1.75,2.0,3.9,,,,2.5,4.0,,3.0,4.0
Pearson,4.090909090909091,3.4444444444444446,2.3333333333333335,4.2,2.5,2.3333333333333335,,1.6,2.4444444444444446,3.0476190476190474,1.0,5.0,,3.25,3.4,2.5,,3.3333333333333335
Penderels-Trust,,,,,4.0,,,,,,,,,,4.0,,2.5,
Penguin-Random-House,3.0,4.0,2.0,,1.6666666666666667,,,2.0,1.0,3.8333333333333335,,,,4.0,3.0,2.0,,5.0
Pertemps,1.0,4.0,,4.0,,,,,4.5,4.0,,,,4.0,4.0,4.0,,3.5
Pizza-Hut,1.0,4.166666666666667,,2.857142857142857,2.8,2.6666666666666665,,2.2222222222222223,2.2,4.2,,,1.4,4.0,1.0,,,2.7142857142857144
Portico,,4.0,,,5.0,,,1.0,4.0,,,,2.0,4.333333333333333,4.0,,,4.0
Post-Office,2.5,3.6,5.0,4.0,3.25,,,2.6,4.2,3.857142857142857,,,1.3333333333333333,4.0,,4.0,,3.1666666666666665
Premier-Inn,4.1,3.3333333333333335,,2.8666666666666667,3.857142857142857,2.2,,2.2857142857142856,2.076923076923077,2.5454545454545454,,,2.1666666666666665,2.9285714285714284,2.75,1.75,,2.2222222222222223
Primark,1.4285714285714286,3.1379310344827585,4.0,3.1041666666666665,2.740740740740741,2.533333333333333,,2.11,2.6904761904761907,3.4477611940298507,2.0,,1.5517241379310345,3.5,3.0,2.642857142857143,3.3333333333333335,3.0
Priory-Group,,3.25,,2.75,3.5714285714285716,4.5,,2.5,1.625,3.1666666666666665,2.0,,1.1666666666666667,3.375,2.8181818181818183,3.0,,2.0
Public-Health-England,4.5,,,4.5,2.0,4.0,4.0,1.75,2.5,2.6666666666666665,,5.0,2.0,3.6666666666666665,4.5,3.6666666666666665,2.0,4.5
PwC,3.1818181818181817,3.225,3.6,4.035714285714286,3.627450980392157,2.8,4.0,2.217391304347826,1.7777777777777777,3.6,2.2857142857142856,4.5,1.5588235294117647,3.52,3.6129032258064515,3.789473684210526,2.4,2.6623376623376624
Queen-s-University-Belfast,,4.0,,,,,,,,4.0,,,,,,,,
REED,3.6666666666666665,3.909090909090909,,2.875,3.9375,2.857142857142857,1.0,2.8461538461538463,2.8947368421052633,3.9473684210526314,5.0,1.5,,3.2857142857142856,3.7083333333333335,4.0,1.0,3.0
RSM,2.0,2.25,2.0,4.0,2.0,4.0,,2.5,1.8,4.0,,,2.5,4.0,3.3333333333333335,4.0,,2.7777777777777777
RWE-Supply-and-Trading,,4.0,,,1.0,,,,,4.0,,,,,,,,
Radisson-Hotel-Group,,,,4.0,1.0,,,1.0,1.0,,,,,4.0,,3.0,4.0,4.0
Randstad,4.428571428571429,4.363636363636363,,3.8333333333333335,4.117647058823529,3.5,,3.7142857142857144,3.0,3.875,5.0,4.0,2.75,4.235294117647059,4.666666666666667,4.7,3.0,2.923076923076923
Rapport-London,1.0,4.0,,,1.0,,,1.0,4.0,3.3333333333333335,,,,2.0,1.0,1.0,,2.0
Rathbone-Brothers,,3.3333333333333335,1.0,,3.3333333333333335,,,1.0,1.0,5.0,,,,,4.0,4.0,,5.0
Reassured,3.75,4.0,,4.0,4.5,3.3333333333333335,,4.666666666666667,4.0,3.5,3.6666666666666665,4.0,2.0,4.666666666666667,5.0,4.75,,2.25
Rendall-and-Rittner,5.0,3.5,4.0,3.0,3.727272727272727,,,1.8,2.2,3.0,,1.0,,4.5,3.5,3.8,,2.0
Rentokil-Initial,3.8333333333333335,1.0,,3.75,3.5,3.5555555555555554,,2.5714285714285716,3.1,3.4545454545454546,1.5,,2.0,3.6923076923076925,4.0625,4.285714285714286,1.6666666666666667,3.5833333333333335
River-Island-Clothing,3.0,4.125,,2.6666666666666665,2.888888888888889,2.0,,1.8461538461538463,1.5714285714285714,3.75,1.0,,2.1666666666666665,3.8181818181818183,,3.0,1.0,2.75
Robert-Walters,4.333333333333333,4.666666666666667,2.0,,3.5,2.5,,2.888888888888889,1.6,2.6,2.0,2.0,2.2,3.5,3.8333333333333335,3.5,,2.5
Roche,,4.333333333333333,,,2.0,,,2.3333333333333335,1.25,3.5,,,1.0,3.3333333333333335,2.0,1.0,,1.75
Rodericks-Dental,2.5,,,,4.0,,,5.0,1.0,4.0,,,,3.0,4.666666666666667,,,4.5
Royal-Mail,4.142857142857143,2.8,3.0,3.1,3.375,1.8,3.0,1.3846153846153846,3.7567567567567566,3.388888888888889,1.5,,1.4285714285714286,3.4285714285714284,2.0,3.0,,3.0714285714285716
Ryan-LLC,,,,,,5.0,,,,4.0,,,,,5.0,,,
SAP,4.428571428571429,4.066666666666666,4.0,3.6666666666666665,4.125,2.0,5.0,2.75,4.166666666666667,3.8,1.5,,1.3333333333333333,3.75,4.0,4.333333333333333,4.5,4.0
SSE,4.333333333333333,4.5,,4.0,2.75,2.0,,2.875,3.5555555555555554,3.8,2.0,5.0,1.0,4.0,4.5,4.5,2.5,3.6
Sage,3.96,3.5555555555555554,5.0,4.285714285714286,3.272727272727273,2.7,,2.7,3.357142857142857,3.5,2.6666666666666665,3.0,5.0,3.176470588235294,3.4285714285714284,3.5,2.0,4.384615384615385
Sainsbury-s,3.3333333333333335,3.6923076923076925,4.0,3.217391304347826,3.3636363636363638,1.875,,2.0,3.4375,3.5652173913043477,2.0,4.0,1.6153846153846154,3.5384615384615383,3.0,3.5,,2.6538461538461537
Salesforce,4.583333333333333,3.896551724137931,5.0,5.0,3.130434782608696,2.3333333333333335,,3.0,4.571428571428571,3.8125,5.0,,1.8333333333333333,3.857142857142857,3.4,4.75,2.0,3.7777777777777777
Sanctuary-Group,,1.0,,4.0,1.0,1.0,,1.25,3.4285714285714284,2.0,,,,2.4,1.75,1.0,,2.6666666666666665
Santander,3.923076923076923,3.625,2.0,3.25,2.6875,2.3333333333333335,1.0,1.9473684210526316,2.3636363636363638,3.5384615384615383,3.2,1.0,1.6666666666666667,2.909090909090909,3.5555555555555554,4.111111111111111,,3.5652173913043477
Savills,4.0,3.25,,2.0,3.6,4.0,,4.0,3.0,3.75,,2.0,2.0,3.25,3.0,,,
ScS-Sofas,,2.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,1.0
Scottish-Widows,,,,,,,,,,,,,,,4.0,,,
Search-Consultancy,,4.0,,,4.5,,,2.0,3.0,4.5,,,,3.2,3.5,4.2,,
Serco-Group,1.0,3.5714285714285716,1.0,3.125,2.6,1.6666666666666667,2.0,1.6923076923076923,2.066666666666667,4.1,1.0,4.0,1.0,3.125,2.142857142857143,1.75,4.0,3.25
Skipton-Building-Society,,4.0,,,2.5,4.0,1.0,1.0,3.0,3.3333333333333335,,,,5.0,,3.0,,
Sky,4.269230769230769,3.723404255319149,3.2,3.3529411764705883,2.717948717948718,2.8333333333333335,1.0,1.8,2.888888888888889,3.7027027027027026,1.75,3.6666666666666665,1.875,2.9615384615384617,3.5454545454545454,2.0,2.25,3.1379310344827585
Sodexo,3.25,3.4,2.0,2.7,3.5555555555555554,2.0,,1.8666666666666667,2.7333333333333334,3.7777777777777777,,,1.0,3.5,3.3333333333333335,4.0,1.0,2.5
Somerset-County-Council,3.0,1.0,,,1.0,,,2.5,,1.0,,,,4.0,3.5,3.5,,
Sotheby-s,2.0,4.0,,,2.3333333333333335,,,1.0,1.0,4.333333333333333,,,1.0,2.5,,,,1.0
Specsavers,4.0,2.857142857142857,,2.75,3.0,2.5,4.0,1.3333333333333333,1.5333333333333334,3.0,1.5,,1.75,4.0,4.333333333333333,2.75,,2.0
Spire-Healthcare,1.0,3.0,,,3.0,2.5,,3.0,2.25,,,,1.0,4.25,3.0,,,4.0
Sport-England,,4.0,,,,4.0,,,4.0,4.0,,,,4.0,4.0,,,
St-James-s-Place-Wealth-Management,4.0,1.6666666666666667,1.0,,1.0,,,,4.0,2.3333333333333335,1.0,,,,2.5,4.0,,3.0
Standard-Life-Aberdeen,,4.0,,,1.5,,,2.5,1.25,4.0,,,4.0,4.0,,4.0,,4.0
Student-Loans-Company,1.5,4.0,2.0,3.6,1.5,2.3333333333333335,,2.4285714285714284,1.4285714285714286,2.3333333333333335,,1.0,2.5,2.0,4.0,1.0,,4.0
Surrey-County-Council,,,,4.0,3.0,2.0,,,,,,,,3.3333333333333335,2.0,,,4.0
Sytner,4.333333333333333,4.125,5.0,5.0,4.0,,,4.444444444444445,1.25,4.222222222222222,2.0,,1.3333333333333333,4.333333333333333,4.4,4.0,,3.4
TLT,4.0,1.5,,,5.0,,,3.0,2.0,3.0,,,1.5,3.0,5.0,,,3.5
TUI-Group,2.75,3.4,1.0,3.75,2.7142857142857144,1.0,,2.888888888888889,1.3333333333333333,4.5,,,1.0,4.0,2.6666666666666665,2.5,3.5,3.25
Tate,,,,4.0,,,,,,2.0,,,,,4.0,,,
Tate-Recruitment,5.0,1.0,,,1.0,,,1.0,1.0,5.0,,,1.0,5.0,5.0,4.5,,
Taylor-Wimpey,4.333333333333333,4.5,4.0,4.0,3.6666666666666665,,,3.0,2.8333333333333335,4.25,,,,4.0,3.4,,2.0,3.5
Tesco,3.463768115942029,3.701492537313433,,3.263157894736842,2.710843373493976,2.2142857142857144,2.25,1.9137931034482758,3.2548262548262548,3.4583333333333335,2.5,1.0,1.4901960784313726,3.1758241758241756,3.0357142857142856,2.7586206896551726,1.5,2.7445255474452557
The-Access-Group-UK,4.25,4.285714285714286,2.6666666666666665,4.333333333333333,3.0,2.75,1.0,1.8571428571428572,1.8571428571428572,3.0588235294117645,2.3333333333333335,,,2.8,2.3846153846153846,1.0,,3.4
The-British-Army,3.0714285714285716,3.2,3.3333333333333335,4.0,3.5185185185185186,2.7142857142857144,4.0,2.2,2.8333333333333335,4.5,,,1.0,4.4,2.6666666666666665,4.25,3.857142857142857,2.6666666666666665
The-Department-for-Education-UK,4.0,3.3333333333333335,4.0,4.0,3.2,2.6666666666666665,,3.0,2.5,4.0,,4.0,2.5,4.0,4.0,4.0,,3.4
The-Ivy-Collection,4.0,3.0,,,4.5,,,3.0,2.0,4.0,,,1.3333333333333333,4.25,4.5,5.0,,2.3333333333333335
The-London-Clinic,,,,4.0,2.5,,,1.0,,4.0,,,,,4.0,,,
The-Open-University,2.5,4.25,,4.333333333333333,3.6,4.0,,2.0,2.5,3.6666666666666665,,2.6666666666666665,3.5,2.0,3.0,3.3333333333333335,4.0,3.8
The-Range,1.0,1.75,,4.0,1.6,1.0,,1.0,1.4545454545454546,4.2,,,1.4285714285714286,3.3333333333333335,2.2,2.0,,2.076923076923077
The-Royal-Marsden-NHS-Foundation-Trust,4.0,2.0,,2.0,,,,2.3333333333333335,1.0,4.5,,,,2.0,,,,2.0
The-Salvation-Army,1.5,4.5,,3.0,2.25,,2.0,1.3333333333333333,2.0,3.6666666666666665,,,,4.0,2.0,4.0,,3.0
The-White-Company,4.0,4.0,,2.0,1.3333333333333333,4.0,4.0,1.0,1.7142857142857142,3.0,4.0,,,2.8333333333333335,1.0,2.0,,2.75
Thomas-Cook,3.6666666666666665,3.0,4.0,,3.0,,,2.769230769230769,3.4285714285714284,4.214285714285714,1.5,,1.0,4.083333333333333,3.5,3.3333333333333335,4.2,2.2857142857142856
Thomson-Reuters,4.111111111111111,3.857142857142857,4.5,4.0,2.5294117647058822,2.6666666666666665,,2.6923076923076925,2.090909090909091,3.7083333333333335,4.5,,2.0,3.5,3.769230769230769,4.0,3.0,3.8823529411764706
Time-Etc,,5.0,,,5.0,,,5.0,5.0,5.0,5.0,,,5.0,5.0,,,4.0
Topshop,2.8,3.5,,1.8888888888888888,2.4444444444444446,1.0,,1.5263157894736843,1.75,3.263157894736842,,,1.0,3.0,2.5,1.0,,1.5
Tower-Hamlets-Council,4.0,,,,1.0,,,,4.0,,,,,4.0,,4.0,,
Transport-for-London,4.166666666666667,3.8,,3.3333333333333335,2.764705882352941,3.6666666666666665,,1.7,3.0625,2.6153846153846154,2.6666666666666665,,2.5,3.5,4.0,4.0,4.230769230769231,3.6875
Travelodge-Hotels-UK,3.25,3.875,5.0,3.0,3.9473684210526314,3.125,,2.64,2.2142857142857144,3.9411764705882355,2.0,,2.2,3.85,3.0833333333333335,4.166666666666667,4.0,2.52
UHMBT,,,,,4.0,,,,,3.0,,,,,,,,
UK-Atomic-Energy-Authority,4.0,4.0,,4.0,4.0,,,,2.0,4.0,,,,,,,,4.0
UK-Ministry-of-Defence,4.090909090909091,5.0,4.0,4.0,2.769230769230769,2.6,4.0,1.25,2.411764705882353,3.375,,,1.5,3.0,4.0,4.0,3.2222222222222223,3.0
Unilever,4.181818181818182,3.8421052631578947,4.0,4.2,2.0714285714285716,3.0,4.0,1.9230769230769231,1.5555555555555556,4.133333333333334,4.0,,1.0,3.7142857142857144,3.0,2.5,4.0,3.2222222222222223
United-Utilities,4.0,3.5,4.0,2.0,3.5,4.0,,2.0,4.0,,,,2.0,4.0,2.5,,,
Unity-Technologies,4.0,4.0,,5.0,2.6666666666666665,,,5.0,4.0,3.0,,,3.0,2.0,4.0,3.0,2.0,3.5
University-College-London,3.0,3.4545454545454546,4.5,4.133333333333334,2.6818181818181817,3.3333333333333335,5.0,2.0,2.2777777777777777,3.8947368421052633,,4.0,2.0,3.642857142857143,3.5,3.6666666666666665,,3.4285714285714284
University-College-London-Hospitals,,,,,,,,1.0,4.0,2.5,,1.0,,2.5,1.0,4.0,,4.0
University-Hospitals-of-Leicester,,,,,,,,,,,,,,5.0,,,,
University-of-Bath,3.4,3.5,,4.0,3.5,2.0,5.0,1.0,3.5,4.333333333333333,,,,5.0,5.0,,2.0,3.8
University-of-Birmingham,2.5,4.0,,3.5,3.75,2.0,4.0,3.3333333333333335,2.4166666666666665,3.3333333333333335,2.0,,2.0,3.0,3.0,,,3.25
University-of-Bradford,,4.0,,2.0,4.0,,,1.0,4.0,4.0,,,,5.0,,,4.0,
University-of-Bristol,3.3333333333333335,4.0,,3.625,2.5,3.3333333333333335,3.0,2.5714285714285716,2.727272727272727,4.166666666666667,4.0,2.0,3.0,3.25,3.0,3.0,,3.4285714285714284
University-of-Cambridge,3.5,3.9565217391304346,,4.0,2.933333333333333,1.6666666666666667,1.0,1.8,1.55,3.9545454545454546,3.0,,1.625,3.5714285714285716,4.333333333333333,4.333333333333333,,3.0
University-of-Durham,4.0,3.625,2.0,2.6666666666666665,2.6666666666666665,,,3.3333333333333335,3.0,3.5,4.0,,2.5,3.3333333333333335,2.0,4.0,,3.3333333333333335
University-of-Huddersfield,,,,,,,,,,,,,,,,4.0,,
University-of-Hull,,4.0,,,4.0,,,,,,,,,2.0,,,,
University-of-Leeds,3.6666666666666665,3.5555555555555554,,4.0,2.8,2.0,,4.0,3.25,3.6666666666666665,4.0,,,3.6,3.5,3.25,,4.0
University-of-Leicester,,4.5,,2.5,,3.0,,3.25,3.3333333333333335,4.0,,,,3.25,3.75,,,3.0
University-of-Liverpool,,4.25,,,1.5,4.0,1.0,1.0,3.3333333333333335,3.0,,,,5.0,4.5,,,4.0
University-of-Manchester,1.3333333333333333,4.0,4.5,4.0,3.0,2.0,1.0,2.0,3.0,3.5,2.0,,,3.25,3.2,2.5,,3.25
University-of-Michigan,,4.0,,,,,,,,4.0,,,,,,,,
University-of-Newcastle-UK,,4.25,2.0,3.5,3.0,4.0,,1.0,2.4,3.25,4.0,,,4.0,4.0,,,3.75
University-of-Nottingham,4.0,2.5,,3.25,2.4,1.0,,2.25,3.0,3.4,1.0,1.0,,3.3333333333333335,4.5,4.0,,3.6666666666666665
University-of-Reading,1.0,,5.0,4.2,1.0,,,4.0,2.5,4.5,1.0,,,4.0,,,,3.6
University-of-Sheffield,3.0,3.4285714285714284,4.5,4.0,3.6,1.8333333333333333,1.0,1.8333333333333333,2.125,3.0,2.5,,1.0,3.7,3.8,3.3333333333333335,,3.0
University-of-Southampton,4.0,4.0,,4.0,2.0,,2.5,3.0,1.75,4.0,,4.0,2.6666666666666665,3.75,4.0,5.0,,3.75
University-of-Warwick,,3.625,,4.0,2.5,4.0,,3.3333333333333335,3.6666666666666665,4.0,,1.0,1.0,4.333333333333333,4.0,4.0,2.0,4.0
University-of-York,,1.0,,4.0,4.0,,,2.5,4.0,5.0,4.0,,,4.0,3.8333333333333335,4.0,,3.0
University-of-the-Arts-London,3.5,2.0,1.0,,,,,1.0,2.0,2.5,,,,1.0,4.0,5.0,,
University-of-the-West-of-England,,5.0,,,,,,,,,,,,,,,,
VMware,4.25,4.5,1.0,2.5,4.25,4.0,,1.3333333333333333,3.0,3.1666666666666665,,,,4.6,3.5714285714285716,2.0,4.0,3.0
Valuation-Office-Agency,4.0,2.5,,4.0,2.0,,,1.0,,3.0,,,,,,1.0,,4.0
Veolia,3.0,3.0,,3.5,2.875,3.0,,1.7142857142857142,2.75,4.0,,,1.0,3.0,3.0,3.0,1.0,3.4
Vets-Now,,,,2.0,2.0,3.0,,,2.0,,,,1.5,4.0,,2.0,,3.25
Vets4Pets,4.0,,,,4.5,,,,2.0,4.5,,,1.0,4.4,,5.0,,1.6666666666666667
Virgin-Active,3.625,4.0,,3.1666666666666665,3.5,1.5,4.0,2.9285714285714284,1.8888888888888888,4.2,,,1.6666666666666667,3.3333333333333335,4.0,3.0,,2.25
Virgin-Media,4.3076923076923075,3.9411764705882355,4.0,3.1818181818181817,3.1,3.0,,2.3125,3.5384615384615383,3.411764705882353,,,1.2857142857142858,3.8,1.625,3.7142857142857144,2.0,2.75
Vodafone,3.6666666666666665,3.515151515151515,4.4,3.736842105263158,2.891891891891892,2.3076923076923075,,2.3421052631578947,3.15,3.6333333333333333,2.8,4.0,2.0,2.9310344827586206,2.8095238095238093,3.111111111111111,2.4,2.875
WHSmith,1.6666666666666667,3.0,,3.4166666666666665,2.4285714285714284,1.0,,1.7272727272727273,1.8461538461538463,3.090909090909091,1.0,,1.0,3.3,1.75,2.5,1.5,2.3043478260869565
WLT-Group,2.5,2.4,,3.5,2.5,1.0,1.0,1.5833333333333333,2.0,3.25,,3.5,1.0,2.5,1.5,1.0,,4.0
Waitrose,4.083333333333333,3.875,2.3333333333333335,3.0681818181818183,2.3333333333333335,2.3636363636363638,2.5,2.189189189189189,3.7419354838709675,3.4523809523809526,3.5,,1.7333333333333334,3.9166666666666665,3.2,3.2142857142857144,1.0,2.757142857142857
Wellington-Management,,4.0,,,,,,,,,,,1.0,,,,,1.0
West-Sussex-County-Council,4.0,1.0,,4.0,1.0,1.0,,2.0,3.3333333333333335,4.0,,,,3.0,,4.0,,4.0
Whitbread,4.25,3.4,,2.857142857142857,3.125,2.1666666666666665,,3.0,2.6666666666666665,3.0,2.0,,1.8,3.7142857142857144,3.75,1.0,,2.4545454545454546
Willis-Towers-Watson,3.5,3.5,2.0,4.0,3.0,4.0,,1.5,2.5,4.25,3.0,,2.0,3.2857142857142856,3.2857142857142856,3.25,,3.8333333333333335
Willmott-Dixon,4.5,4.5,,4.0,,2.0,,3.6666666666666665,2.5,4.5,,,1.0,3.0,5.0,4.0,,3.0
Wipro,2.6,2.8,,1.0,2.6666666666666665,4.0,,1.5,1.8181818181818181,2.888888888888889,,,,1.0,3.25,2.5,,4.0
Wise,4.0,3.6666666666666665,,3.0,3.25,2.6666666666666665,,,4.0,3.769230769230769,2.6666666666666665,2.0,,2.6666666666666665,3.6666666666666665,3.5,,3.3333333333333335
Workday,4.0,4.5,,,,,,1.0,1.0,,,,,4.0,4.5,,,
XPO-Logistics,2.6666666666666665,3.8181818181818183,4.0,3.0,4.285714285714286,4.0,5.0,2.2,2.875,3.8181818181818183,2.0,,1.0,4.25,4.363636363636363,4.5,,3.1
XPS-Pensions-Group,2.0,,,,,,,,,,,,,,,,,
YOOX-NET-A-PORTER-GROUP,2.5,1.5714285714285714,,1.5,1.6,1.0,,1.0,2.0,1.0,,,,1.75,3.0,,,2.0
ibis,,4.0,,,,,,,,,,,,,,1.0,,
mydentist-UK,,,,,1.0,2.5,,1.0,1.0,,,,,4.0,,4.0,,
next,3.75,3.5,,3.4285714285714284,2.736842105263158,1.9166666666666667,,2.3015873015873014,2.8,3.2,2.2,,1.25,3.5483870967741935,2.6923076923076925,2.611111111111111,,2.9038461538461537
the-LEGO-Group,4.0,,,,1.5,4.0,,1.5,3.25,3.5,,,,2.6666666666666665,1.0,,,4.0
