0,1,2,3,4,5,6,7,8,9,10,11,12
2.3965516,3.096774,2.2708333,2.5789473,1.8214285,2.627451,2.25,3.05,2.868421,1.8571428,3.2545455,2.3714285,2.9156628
2.8461537,2.3333333,1.8571428,3.0,1.8275862,3.0,2.04,3.1,3.4,2.4,3.4166667,1.8888888,3.2777777
3.0270271,2.4615386,2.7333333,2.142857,2.25,3.2333333,1.8166667,3.1458333,3.1,1.5384616,3.1860466,2.8076923,3.0
3.4591548,3.4930966,3.194737,2.827957,2.2581522,2.9764705,3.009901,3.7198796,3.9859154,1.816568,3.2901554,3.1890547,2.5826972
3.121212,2.9115045,2.7704918,2.8823528,2.3913043,3.2307692,2.3563218,3.4415584,3.7818182,2.0,3.3137255,3.4285715,3.2666667
2.65625,2.9142857,2.5555556,2.0,1.9210526,3.125,1.8965517,3.36,3.35,3.25,2.1764705,3.0,3.2380953
2.84375,2.6774194,2.6341465,1.7142857,1.8787879,2.9347825,1.7619047,3.3125,3.28,1.7692307,3.1666667,2.3,2.7692308
2.6559486,3.2934363,2.792157,2.7941177,1.9815195,2.7866108,3.563786,3.370253,3.8912134,2.511811,3.2258065,2.9739583,3.1058202
2.5416667,2.4761906,2.3846154,2.25,2.0408163,2.7777777,2.1923077,3.6923077,3.3157895,2.0,2.967742,2.85,3.2608695
3.4021447,2.7518427,3.042885,2.59375,2.221774,3.0508475,3.0235848,3.5740259,3.8425324,1.8294574,3.6268656,3.4066668,2.8301158
3.1558704,3.3465347,3.0595534,2.6,2.036199,3.1447964,2.2068965,3.725,3.5017793,1.7213115,3.266254,3.3056605,2.6173594
2.8333333,2.75,2.65,2.7142856,2.3333333,2.6,2.5652175,3.4,3.8636363,1.875,3.235294,2.8333333,3.5454545
3.164557,3.255639,2.8113208,3.04,2.1320755,3.1636364,2.7079647,3.4867256,3.7413793,2.1666667,3.4102564,3.2537313,3.2592592
3.9761906,4.290323,4.102041,3.6,3.9411764,3.7142856,3.53125,3.8666666,3.548387,2.5,4.2391305,4.2156863,2.7692308
2.68,2.7413793,2.8269231,2.6923077,2.2608695,3.0,2.2156863,3.0895522,2.7272727,2.2142856,2.8947368,3.0666666,2.631579
2.2804878,2.6601942,2.3188405,2.6666667,1.8541666,3.142857,2.1136363,3.0347826,3.2307692,1.5263158,2.6792452,2.7826087,3.142857
2.7142856,2.6530612,2.375,2.1304348,1.9134616,2.7291667,2.3471074,3.0434783,3.2990654,1.75,3.090909,2.0833333,2.3522727
3.607143,3.440678,3.1666667,3.0,2.4571428,3.125,3.0,3.586207,3.5925925,2.35,3.4615386,3.5306122,3.451613
3.3367348,2.8181818,2.5625,2.53125,1.99,2.8888888,2.6067417,3.3706896,3.6626506,2.1363637,3.0392158,3.22,3.109375
3.75,3.2727273,3.75,3.0,1.8181819,4.1666665,3.9411764,4.25,4.0,2.4615386,2.7142856,3.7142856,2.235294
3.559322,3.9886363,3.5384614,3.0526316,3.321839,3.3658535,2.9859154,3.7714286,3.3809524,2.409091,3.9827585,3.9454546,2.8723404
3.2173913,2.8648648,3.1351352,2.3846154,2.3076923,3.2307692,2.488372,3.1111112,3.5,2.4666667,3.2777777,3.4666667,3.4042554
3.4285715,3.0108695,2.945946,2.875,2.19,3.2837837,2.826087,3.506329,3.9125,2.3333333,3.2115386,3.025,3.609756
2.2264152,2.4814816,2.081967,1.6923077,2.0138888,2.4848485,1.4038461,3.267857,2.3846154,1.6875,2.9210527,2.4,2.5428572
3.8444445,3.0487804,3.4117646,3.5,2.9705882,3.0454545,3.0,3.7666667,4.1923075,3.25,2.875,3.6363637,3.0
3.3298318,2.9546165,2.7342343,2.767857,2.0433333,2.925311,2.8255813,3.3747413,3.8599138,1.7826087,3.3913043,3.214876,3.5052316
2.4347825,3.5853658,2.8666666,2.2222223,2.1290324,2.5,3.5217392,2.764706,3.85,1.75,3.5714285,3.75,2.8068182
3.0,3.9230769,2.6388888,3.5,2.0454545,2.7777777,2.3333333,2.125,2.7368422,1.5833334,3.6470587,2.6666667,2.2173913
3.1875,3.6976745,2.8793104,3.0,2.8095238,2.75,2.5714285,3.5,2.875,2.5,3.48,3.9047618,3.1636364
3.6603773,3.3880596,2.96,3.0,2.8421052,3.3030303,3.4,3.4565217,3.9230769,2.6153846,3.48,3.2162163,3.6923077
3.5384614,3.957265,3.5757575,2.6842105,2.5384614,3.5,3.413793,3.953271,4.0869565,2.079365,3.6923077,3.7777777,2.1367521
2.1,3.4782608,2.097561,1.8,1.9523809,2.7777777,2.090909,2.8823528,2.3,1.7777778,2.8235295,3.0,2.6
3.2,3.0120482,2.4782608,2.5384614,2.2258065,3.22,1.9672132,3.4782608,3.682927,1.5714285,3.0952382,3.108108,3.3521128
4.0,3.4,2.9230769,3.4,2.625,3.3888888,2.25,3.6666667,4.111111,3.25,3.75,4.1666665,3.7058823
3.645485,3.5066667,3.0813954,2.7551022,2.726776,3.3956044,2.385475,3.5381944,3.2307692,2.6707318,3.4842768,3.5643563,2.4415584
3.75,3.9629629,4.185185,3.7,3.4117646,3.6774194,3.4285715,4.0,3.8,3.6666667,4.0833335,4.0,3.857143
3.6551723,3.6214952,3.2771084,2.909091,2.3385417,3.3333333,3.2152777,3.5549738,3.8580644,2.2537313,3.1931818,3.5539567,3.2977529
2.8269231,3.0120482,2.536232,2.95,1.8888888,3.0512822,2.0747664,3.515625,3.3783784,1.8695652,3.4102564,2.7037036,3.5833333
2.352381,2.872,2.3214285,2.2631578,2.0306122,2.6849315,2.2531645,3.0808823,2.828125,1.9318181,2.9571428,2.3896103,2.6488094
3.643979,3.1974523,3.3764706,3.0555556,2.4961832,3.162162,2.6296296,3.8295455,3.7,2.0759494,3.3536584,3.0853658,2.5180724
2.6170213,2.9347825,2.6547618,2.0,2.0666666,2.2978723,1.6901408,2.875,3.1666667,1.7391304,2.7037036,2.4347825,2.0363636
3.0,2.8333333,2.3888888,2.8,2.3,3.2222223,2.75,2.9230769,2.5555556,3.6666667,3.6666667,4.0,3.0
3.0743494,3.2151442,2.7071824,2.7349398,1.8557875,2.5186722,2.4378028,3.695024,3.4200244,1.6149733,3.9615386,3.0711112,2.8252666
3.25,3.3076923,3.046875,2.4545455,2.0,2.4117646,2.711111,3.5555556,3.5849056,1.6969697,3.5208333,3.2,2.9711537
2.55,2.9,1.9767442,2.4166667,2.2258065,2.45,2.6176472,3.2777777,2.3142858,1.4285715,3.5217392,2.24,3.0
3.8029556,3.5448277,3.2685184,2.88,2.6165802,3.2727273,3.0795455,3.648485,4.0246153,1.7969925,3.8017242,3.8297873,2.9411764
3.4166667,2.8636363,2.6666667,2.5714285,2.0,3.5384614,3.875,3.5833333,3.4117646,2.3333333,2.8461537,3.5,3.607143
2.8333333,3.5,3.3636363,3.0,3.6,2.5,3.3333333,3.625,3.6666667,2.0,3.0,2.6666667,2.8333333
3.3622448,2.923588,3.0555556,2.3294117,2.2757201,3.0136986,2.4980989,3.3584905,3.960674,2.0,3.518868,3.3203125,3.6570048
3.0,3.4422312,2.8253012,2.9846153,1.955665,3.1666667,3.153527,3.2931035,3.7209303,2.0,3.2439024,3.04,3.5
3.0,3.8235295,3.5,2.6,2.3636363,3.1,2.8823528,3.857143,3.764706,2.0,3.8333333,3.4444444,3.3809524
4.3514853,4.4580154,4.205128,4.09375,4.063063,3.4155843,4.329502,3.9178083,3.988372,2.368421,4.2702703,4.465909,4.21875
3.0674157,2.7790697,2.5703125,2.1842105,1.8387097,2.8431373,2.0625,2.9729729,3.6258504,1.9230769,3.3333333,2.8809524,2.7113402
2.6875,2.4545455,2.8888888,2.375,1.7692307,3.8333333,2.3333333,3.1111112,3.6,3.0,3.0666666,2.875,2.9230769
3.4347825,3.8,3.7,3.125,4.0,3.6153846,3.1851852,3.6666667,4.111111,2.0,4.0,4.375,3.1333334
2.8076923,3.1904762,2.5,3.3076923,2.547619,3.4634147,2.4,3.4186046,2.7777777,2.6153846,3.682927,3.9230769,2.38
3.3846154,3.4,3.357143,2.6666667,3.1764705,2.625,2.4,4.090909,3.625,2.4,3.2,3.2666667,3.71875
3.7272727,3.557377,3.1578948,3.1,2.55,3.0869565,2.9565217,3.9375,3.8125,1.7647059,3.3157895,3.0952382,2.677966
3.1176472,2.868217,2.736,2.8852458,2.016129,3.0714285,2.3093526,3.317073,3.9476745,2.2,3.070707,3.4380164,3.784091
3.5238094,3.5384614,3.5833333,3.0,3.3157895,2.875,3.090909,3.9444444,4.4166665,2.5,3.7857144,3.3846154,4.0
3.107143,2.8636363,2.7727273,3.0,2.2631578,3.586207,2.5294118,3.7941177,3.75,2.75,4.285714,3.368421,4.037037
3.2941177,2.875,3.1363637,2.8888888,2.375,3.6666667,1.8837209,3.68,4.0,1.7777778,3.4285715,2.2,3.090909
2.945946,3.0833333,3.0,2.5,2.9142857,3.1111112,2.7384615,3.15625,2.4375,1.5384616,3.24,2.625,2.7894738
3.7,3.3846154,3.1052632,3.2,1.9444444,3.3333333,2.84,3.4,2.25,2.0,2.7894738,2.7142856,2.6666667
3.1333334,2.825,2.7804878,2.3888888,2.0952382,3.1016948,2.8058252,3.8356164,3.3333333,1.90625,4.0588236,3.631579,3.3370786
2.4788733,3.1208792,2.5873787,2.92,2.056,3.0,2.443609,3.3043478,2.8387096,1.4722222,3.6831684,3.1792452,2.5
2.6333334,2.75,2.8095238,2.3333333,2.1578948,2.6666667,2.037736,3.0980392,3.1333334,2.7142856,3.48,3.5238094,3.4761906
3.3425744,3.5727699,3.4410481,2.819209,2.25,3.3950617,2.0833333,3.7761557,3.4855967,1.7085308,3.3259494,3.4641833,2.6442478
3.1687243,3.909396,3.5877192,3.123077,3.0829494,3.2269504,2.9962687,3.7939394,3.7394958,2.317073,3.9222221,3.8148148,2.9551282
3.1538463,3.16,2.6060605,2.8333333,2.1020408,2.9411764,2.118644,3.78125,3.0,1.7727273,3.680851,3.8823528,2.837838
3.762295,4.0804596,3.9506173,3.525,3.5555556,3.5060241,3.2403102,4.119565,4.056338,2.6046512,4.070866,4.379032,3.057143
3.1153846,3.275,3.1034484,2.3,2.0,2.5416667,3.032258,2.8064516,2.7894738,1.2857143,3.1333334,3.6363637,2.3888888
3.7272727,3.05,3.1,3.2857144,3.4705882,3.3888888,2.2857144,3.6818182,4.090909,2.7142856,3.0,3.6875,3.8333333
3.9791667,4.442623,3.9661016,3.1,3.9482758,3.5,3.893617,3.4358974,3.24,2.8846154,4.2894735,4.5555553,2.7209303
2.9705882,3.328125,3.3333333,3.1818182,2.8863637,2.48,2.878049,3.4285715,3.4,2.1,3.8333333,3.5526316,3.1666667
3.6542056,4.067961,3.893491,3.337838,3.3576643,3.3461537,3.2486188,3.8431373,3.6086957,2.5254238,3.878788,3.9626865,3.0403225
3.7837837,3.9104478,3.101266,3.25,3.164179,3.5952382,3.2058823,3.4565217,3.44,1.8181819,3.6515152,3.8529413,2.672131
3.27451,3.1132076,2.235294,2.8461537,1.9761904,3.46875,2.7142856,3.490196,3.9268293,2.2,3.142857,3.3333333,3.4255319
4.090909,4.1538463,3.4,3.0,3.8888888,3.4117646,2.625,3.8125,3.0,3.0,4.173913,3.9375,3.7857144
2.5797873,2.969072,2.45749,2.477612,1.7421052,2.6350365,3.3599257,3.472,3.7435896,1.8951049,3.3837209,2.4366198,2.9398797
2.7142856,2.1666667,1.8333334,3.0,1.7142857,1.8333334,1.8888888,2.2857144,2.8333333,2.0,2.6666667,2.2,3.142857
3.6703296,3.7857144,3.2376237,3.0892856,2.8690476,3.3020833,3.8978102,3.724359,4.2,2.0408163,3.5811965,3.939394,3.69863
2.640625,2.5915494,2.4615386,2.0952382,1.8095238,2.5081968,3.0980392,3.0958905,3.3541667,1.8695652,3.074074,2.5,3.1780822
3.5728154,3.537267,3.2115386,2.8666666,2.8397436,3.3947368,3.2568808,3.621212,3.894309,2.4408603,3.364532,3.542373,3.8039215
3.9708333,3.5570176,3.4271846,3.030303,3.0,3.5681818,3.7083333,3.6818182,4.311111,3.0609756,3.4814816,3.8909092,3.516854
2.7391305,2.375,2.5714285,2.8181818,2.1333334,2.5217392,2.3469388,2.8,2.857143,1.6,3.2058823,3.0,2.5333333
3.1935484,2.7195468,2.7798166,2.5833333,2.1348684,2.76,2.592068,3.3361344,3.7473118,1.7037038,3.308642,3.2109375,3.195122
3.4590163,3.5694444,2.8983052,2.8947368,2.75,3.0816326,2.6753247,3.710145,3.6666667,1.7777778,3.212766,3.2580645,3.018868
2.7894738,3.7,2.9230769,2.2857144,2.8333333,2.6363637,3.0652175,3.375,3.1578948,2.2,3.5,2.5454545,2.1842105
3.2307692,4.0,3.5949366,2.7777777,2.9491525,3.1764705,2.881356,3.3235295,3.1333334,2.6666667,3.8857143,3.725,2.1538463
2.56,2.675926,2.5,2.689655,1.8797468,2.6612904,2.347619,3.328125,2.4782608,2.4230769,3.2894738,2.5633802,2.7916667
3.625,3.4444444,3.1153846,3.3076923,2.2272727,3.0344827,2.7272727,3.5454545,3.76,3.0,3.6875,3.3125,3.7142856
3.4127765,3.057007,2.8973384,2.4907408,1.9681373,3.2964509,3.033058,3.4248705,3.9881155,2.4829268,2.9694324,3.2,2.9887893
2.9892473,3.3037975,2.472,2.909091,2.0491803,2.5625,2.6733334,3.5432098,3.366197,1.7857143,3.5,2.5531914,2.7945206
2.75,3.357143,3.6190476,3.4,2.7,3.125,2.6666667,3.5555556,3.7,2.5,4.1666665,3.6,3.857143
3.137931,3.0,2.4482758,2.0,2.0,3.5555556,1.6666666,3.7857144,3.25,2.357143,3.1538463,3.3333333,2.1111112
3.2083333,2.3125,2.5952382,2.2,2.121212,3.2,2.2285714,3.4347825,3.48,1.5,3.5,3.15,3.2333333
3.9,3.6,4.0,3.5,3.5714285,3.7142856,3.0,4.0,3.75,3.5,3.6666667,4.0,4.0
3.347826,3.6136363,3.075,3.0769231,3.0,2.9285715,2.4545455,3.7575758,3.4333334,2.1666667,3.6666667,3.195122,3.25
3.0,2.9,2.7272727,2.0,2.0416667,3.25,2.2,3.347826,3.7,3.0,3.0,2.5555556,3.5263157
2.3333333,2.0789473,2.1860466,2.375,2.0833333,2.05,1.7435898,2.3636363,2.75,1.875,2.4347825,3.7142856,3.4761906
2.2,2.7179487,2.5,2.0,1.9534883,2.6842105,2.6285715,3.3666666,3.1,1.25,3.413793,2.419355,3.3333333
3.6153846,3.939394,3.1707318,3.235294,3.288889,3.5517242,3.1098902,3.7083333,3.2291667,1.7931035,3.7710843,4.0163937,2.8983052
2.892857,3.0344827,3.0769231,2.5454545,1.96,3.4333334,1.5652174,3.5555556,3.173913,1.7142857,3.2916667,3.2777777,3.12
3.2906976,3.2711864,2.7317073,2.2,2.1914895,2.6949153,2.245033,3.5208333,3.5930233,1.6388888,3.6666667,2.9473684,3.0454545
2.64,2.142857,2.7692308,2.0,2.0454545,3.2727273,1.9642857,3.7391305,4.0833335,2.5,2.7857144,3.6,2.9411764
3.8,3.875,3.8333333,4.0,3.6666667,4.2,3.4,3.7,4.0,2.75,4.172414,4.25,3.1666667
4.2650604,3.875,3.9292035,3.7692308,3.4246576,3.5813954,3.4634147,4.1666665,4.1309524,2.4117646,4.132353,3.981132,3.8285713
3.5277777,3.3252032,3.01,3.0689654,3.0631578,2.9333334,2.8910892,3.5344827,3.9272728,2.8723404,3.5,3.159664,3.493827
2.040404,3.6098902,3.5103447,2.9777777,2.2471263,2.4105263,3.2058823,3.6727273,3.3112583,1.9038461,4.031746,3.0697675,2.5
2.5,2.25,2.25,2.0,2.0,3.0,2.75,3.5714285,3.5,2.5,3.0,2.6,3.3333333
3.1304348,3.5714285,2.909091,2.6363637,2.0,3.3125,2.6666667,3.7391305,3.6875,2.142857,3.25,3.4375,3.6285715
3.24,3.9722223,3.1568627,3.0,2.5263157,3.125,2.6756756,3.5555556,3.7368422,2.0769231,3.9655173,3.7,2.2166667
3.7,3.0,3.2380953,2.6666667,2.4166667,2.8888888,3.2857144,3.8,3.4,2.5,3.625,4.0,2.75
1.9642857,2.4054055,2.2642858,1.6315789,1.6434783,1.9428571,1.7857143,2.9607842,2.7936509,1.7777778,3.0294118,1.6923077,2.126126
2.4666667,2.7894738,2.7741935,2.4,1.9333333,2.1052632,3.142857,3.4166667,3.2666667,2.1,2.75,3.4545455,2.7272727
3.1578948,2.65,2.967742,2.0,1.8095238,1.75,2.375,3.85,2.9230769,2.0,3.8461537,3.0625,2.5769231
3.0,2.6486487,2.7794118,2.3333333,1.6444445,2.8846154,2.232143,3.4358974,3.5333333,1.6,3.1944444,2.9,2.3404255
3.2941177,3.25,3.0490196,2.724138,2.024,3.147541,2.8823528,3.8689656,3.4404762,1.8181819,3.75,2.909091,2.9347825
3.4972973,3.0132158,2.573913,2.7,2.0615385,3.3018868,2.4285715,3.7068965,3.7438016,2.2285714,3.2643678,2.9215686,3.7955556
4.5333333,4.2,4.3333335,4.0,4.1,4.142857,4.0,4.3333335,3.857143,2.0,4.1363635,4.1538463,3.6666667
3.140845,2.8156424,2.8523986,2.225,1.8893806,2.5396826,2.1068375,3.4947917,3.6268656,1.9183674,3.4802632,2.56,2.515901
3.0,3.1538463,3.0,3.25,1.8181819,3.375,3.2,3.8,4.0,1.8,4.0,3.75,3.3
2.9578948,2.8691099,2.8347826,2.9795918,1.7908497,2.9104478,3.1094527,3.1468532,3.9764152,2.3529413,3.4893618,3.018868,3.5060728
2.4927535,3.248555,2.93,2.7272727,1.7692307,2.3030303,2.3387096,3.0,3.6324787,2.1764705,3.5365853,2.9056604,3.3541667
3.6903765,3.080986,2.9830508,2.9156628,2.2650602,3.4347825,2.0945272,3.75,3.676259,2.2444444,3.3380282,3.2328768,3.572165
3.375,3.375,2.7419355,2.7692308,2.5277777,3.375,3.3272727,3.548387,3.9508197,1.75,3.8888888,3.3333333,3.5769231
4.0384617,3.4,3.6666667,3.0,3.4375,3.5925925,3.4,3.4074075,3.5454545,3.090909,3.0769231,4.0,3.4285715
3.8947368,3.4133334,2.7,3.0,2.75,2.8108108,3.4444444,3.3859649,4.0,3.3076923,3.6,3.9285715,3.5
2.8333333,2.6666667,2.75,3.0,1.3333334,2.6,1.6666666,2.75,3.4,2.0,4.0,2.75,3.8666666
2.4705882,2.9555554,2.6,2.1176472,1.8461539,3.1142857,2.594203,3.6046512,3.6511629,2.4,3.2580645,2.9629629,2.9
3.6666667,4.0625,3.0952382,2.625,3.0,2.5,2.8,3.1666667,2.6666667,2.0,3.8125,3.5,2.8965516
3.0,3.0,2.310345,2.5,2.096774,2.3333333,2.2424242,3.5238094,2.8888888,1.5263158,3.5,3.5882354,2.1578948
3.5,3.1444445,2.8346457,2.6585367,2.2363636,3.0,2.006579,3.6105263,3.669355,2.1666667,3.515625,3.509804,2.5
3.1072962,2.9395604,2.6443298,2.5,2.088,2.7083333,2.983165,3.3267326,3.8818898,1.5542169,3.3728814,2.7477477,2.892857
3.4935064,3.2088354,2.6330276,2.656,2.087866,3.2720587,3.188172,3.4166667,3.6848958,2.3825502,3.1260164,3.1490197,3.154185
3.0642202,2.8058252,2.3819444,2.3235295,1.7711443,2.0555556,1.6410257,3.2974684,2.7387388,1.9473684,3.3548386,2.5454545,2.5278811
2.1692307,2.445946,1.7945205,2.4285715,1.5853659,2.7012987,1.9719626,3.2105262,2.347826,1.5769231,2.5555556,2.3947368,2.5066667
3.75,3.0769231,3.6,3.6666667,2.5,3.2,3.1666667,3.857143,4.0,2.0,3.25,4.2,3.25
1.8235294,3.1,2.9130435,3.2,1.9130435,3.25,2.7272727,3.5454545,3.2222223,2.0,3.4545455,3.3846154,3.7
3.0877192,3.2,2.5753424,2.55,2.3445945,2.5584416,2.5632184,3.0827587,3.5086207,1.893617,3.2580645,2.8108108,2.559406
3.379845,3.0789473,2.8764045,3.1724138,2.2476192,3.3461537,2.2,3.6357615,3.5617979,2.054054,3.3258426,3.139535,3.2810457
3.9642856,3.8,3.4347825,3.0,2.8095238,3.5555556,3.4583333,3.9310346,4.1904764,2.3333333,3.5,3.6,3.2
2.9907408,3.2204301,2.6990292,2.548387,2.0694444,2.75,1.9256756,2.8208954,2.6530612,2.1111112,2.6923077,3.1860466,3.0273972
3.6777778,3.3913043,3.5416667,3.32,2.6458333,3.6382978,2.7083333,3.642202,3.7045455,3.04,3.3033707,3.45,3.840909
3.8888888,3.2666667,3.2857144,2.5,3.0526316,2.2222223,3.5,4.0666666,4.25,3.0,4.4,3.6666667,3.9375
3.8050315,4.045082,3.822695,3.5306122,3.14,3.0677967,3.0481927,3.9117646,3.347826,3.1304348,4.044304,4.219512,2.9596775
3.875,3.65,3.3076923,3.75,3.1666667,3.0833333,2.0833333,4.230769,3.1176472,2.5,4.1,3.5714285,2.5
2.4567902,2.1609194,2.7777777,1.7619047,1.6506025,3.271605,1.887324,3.0481927,3.525862,2.08,2.8484848,2.7,2.8245614
3.7142856,3.5217392,3.0625,2.2857144,2.3043478,2.6875,2.1111112,3.142857,2.9333334,2.7142856,3.9583333,3.28,3.2
3.2,2.9573333,2.7894168,2.4,2.1264367,2.880829,2.3978364,3.3427896,3.6779964,1.802139,3.5088236,3.1311476,2.7522047
3.641791,2.9534883,3.1111112,2.625,2.682927,3.2413793,2.6976745,3.4363637,3.909091,2.7272727,3.525,3.4,3.0392158
